idx,time,x,y,z,picks,latitude,longitude,depth,folder,date
13,2022-01-02 22:40:15.152831+00:00,36.05916564843926,162.9879616225342,1.953125,45,36.96815422004249,-98.09506371774648,1.953125,Group_easyQ_20220102,20220102
0,2022-01-03 02:40:28.725641+00:00,-46.216677098703855,105.82065293804314,11.328125,17,36.45258175612219,-99.0155461284209,11.328125,Group_easyQ_20220103,20220103
1,2022-01-03 02:46:18.415928+00:00,116.30350610552946,61.78637462701624,8.203125,19,36.04991194531515,-97.20930489998152,8.203125,Group_easyQ_20220103,20220103
2,2022-01-03 02:47:43.621289+00:00,98.01998549505322,89.59749777082271,15.234375,9,36.30251495135166,-97.4087029879464,15.234375,Group_easyQ_20220103,20220103
3,2022-01-03 03:12:46.751961+00:00,-22.854400763095317,91.14256016770084,23.828125,11,36.321148793839576,-98.7545124372946,23.828125,Group_easyQ_20220103,20220103
4,2022-01-03 06:08:36.353387+00:00,92.94122976992094,353.030636438545,1.171875,54,38.67616920279815,-97.43196775149195,1.171875,Group_easyQ_20220103,20220103
5,2022-01-03 07:06:08.129265+00:00,68.56320228928593,205.4771775366829,1.171875,49,37.34916623462235,-97.72618146197274,1.171875,Group_easyQ_20220103,20220103
6,2022-01-03 07:18:03.429567+00:00,81.76796717462989,-61.81861712323468,13.671875,8,34.939500417985826,-97.60495828447092,13.671875,Group_easyQ_20220103,20220103
7,2022-01-03 07:25:55.827087+00:00,64.5001977091801,208.5673023304392,6.640625,12,37.377297899884816,-97.7717648812623,6.640625,Group_easyQ_20220103,20220103
8,2022-01-03 08:02:25.934795+00:00,86.84672289976217,-61.81861712323468,0.390625,12,34.93907815078527,-97.54937222270765,0.390625,Group_easyQ_20220103,20220103
9,2022-01-03 08:03:42.400934+00:00,-427.12335648362574,-211.6896696204139,8.203125,78,33.50636932489984,-103.0949517974768,8.203125,Group_easyQ_20220103,20220103
10,2022-01-03 08:40:21.018017+00:00,60.43719312907426,38.61043867384419,0.390625,55,35.84612693448008,-97.83099678433229,0.390625,Group_easyQ_20220103,20220103
11,2022-01-03 12:48:16.933923+00:00,130.52402213589988,55.6061250395037,14.453125,21,35.99242885776909,-97.05255237372208,14.453125,Group_easyQ_20220103,20220103
12,2022-01-03 14:54:13.458763+00:00,84.81522060970926,-61.81861712323468,0.390625,20,34.93925010904896,-97.57160650838864,0.390625,Group_easyQ_20220103,20220103
13,2022-01-03 14:57:26.573830+00:00,69.57895343431238,205.4771775366829,1.171875,115,37.349090692887074,-97.71471846040316,1.171875,Group_easyQ_20220103,20220103
14,2022-01-03 15:15:18.876902+00:00,64.5001977091801,205.4771775366829,6.640625,33,37.34945729520992,-97.77203388655822,6.640625,Group_easyQ_20220103,20220103
15,2022-01-03 15:22:39.573794+00:00,83.7994694646828,-63.36367952011282,4.296875,38,34.9254092599459,-97.58287872975988,4.296875,Group_easyQ_20220103,20220103
16,2022-01-03 15:42:48.096003+00:00,110.20899923537073,106.5931841364822,31.640625,46,36.45432526445858,-97.27061631834673,31.640625,Group_easyQ_20220103,20220103
17,2022-01-03 16:02:09.066726+00:00,103.0987412201855,97.3228097552134,1.171875,20,36.3715906742943,-97.35114727003516,1.171875,Group_easyQ_20220103,20220103
18,2022-01-03 16:11:46.753140+00:00,69.57895343431238,205.4771775366829,5.078125,61,37.349090692887074,-97.71471846040316,5.078125,Group_easyQ_20220103,20220103
19,2022-01-03 17:13:50.816015+00:00,153.88629847150844,108.9107777317994,7.421875,6,36.46919005177214,-96.78310445105234,7.421875,Group_easyQ_20220103,20220103
20,2022-01-03 19:15:23.395777+00:00,-146.77604045632324,295.0907965556148,0.390625,21,38.14714992723916,-100.17438536802368,0.390625,Group_easyQ_20220103,20220103
21,2022-01-03 20:41:27.419663+00:00,69.57895343431238,205.4771775366829,5.078125,33,37.349090692887074,-97.71471846040316,5.078125,Group_easyQ_20220103,20220103
22,2022-01-03 21:21:50.290813+00:00,82.78371831965634,-61.04608592479561,3.515625,8,34.946380659350794,-97.59376437557326,3.515625,Group_easyQ_20220103,20220103
0,2022-01-04 01:26:54.182501+00:00,6.602382442671979,133.63177608184958,2.734375,10,36.70429107644563,-98.42611080989704,2.734375,Group_easyQ_20220104,20220104
1,2022-01-04 03:52:04.797206+00:00,421.0288496134669,-275.0372278924175,12.890625,69,32.93939061387508,-93.99974376624172,12.890625,Group_easyQ_20220104,20220104
2,2022-01-04 07:17:02.310157+00:00,88.87822518981508,87.2799041755055,1.171875,57,36.28251782253896,-97.5107312828142,1.171875,Group_easyQ_20220104,20220104
3,2022-01-04 09:22:02.033377+00:00,99.03573664007968,166.0780864162905,1.171875,109,36.99147620266442,-97.38752847127476,1.171875,Group_easyQ_20220104,20220104
4,2022-01-04 10:23:29.065199+00:00,-26.917405343201143,103.50305934272596,8.984375,9,36.43243233040072,-98.80018629988116,8.984375,Group_easyQ_20220104,20220104
5,2022-01-04 11:09:46.964463+00:00,-228.03613205843988,-326.7968181878352,79.296875,18,32.53041135415184,-100.92702497826704,79.296875,Group_easyQ_20220104,20220104
6,2022-01-04 13:06:07.570852+00:00,-26.917405343201143,129.76912008965422,7.421875,15,36.66912582628031,-98.80110304946936,7.421875,Group_easyQ_20220104,20220104
7,2022-01-04 13:11:14.812786+00:00,-5.58663129764552,109.68330893023848,6.640625,6,36.48848761725469,-98.56234775728468,6.640625,Group_easyQ_20220104,20220104
8,2022-01-04 16:06:53.033999+00:00,73.64195801441824,-69.54392910762536,8.984375,22,34.870494286374665,-97.6945784864524,8.984375,Group_easyQ_20220104,20220104
9,2022-01-04 16:08:48.155924+00:00,166.07531221182592,-75.72417869513791,0.390625,40,34.803917787578484,-96.68518308226837,0.390625,Group_easyQ_20220104,20220104
10,2022-01-04 18:11:18.250979+00:00,152.87054732648198,94.23268496145712,1.171875,11,36.33713619510344,-96.797320394576,1.171875,Group_easyQ_20220104,20220104
11,2022-01-04 19:11:28.639893+00:00,71.6104557243653,12.344377926915875,5.859375,8,35.608668018770274,-97.70966709824404,5.859375,Group_easyQ_20220104,20220104
12,2022-01-04 19:12:43.226363+00:00,-43.16942366362447,126.67899529589798,6.640625,6,36.64068225852069,-98.9827225099354,6.640625,Group_easyQ_20220104,20220104
13,2022-01-04 19:13:54.645949+00:00,117.31925725055592,-77.26924109201605,5.078125,7,34.796773226030794,-97.21804626098414,5.078125,Group_easyQ_20220104,20220104
14,2022-01-04 20:03:25.091052+00:00,112.24050152542364,61.78637462701624,10.546875,35,36.050388856108135,-97.25438492748545,10.546875,Group_easyQ_20220104,20220104
15,2022-01-04 21:00:54.815408+00:00,-71.6104557243653,131.3141824865324,25.390625,11,36.68073436220752,-99.30116160542376,25.390625,Group_easyQ_20220104,20220104
16,2022-01-04 21:30:48.146806+00:00,80.75221602960343,100.41293454896967,12.890625,9,36.40156972508895,-97.59980716450777,12.890625,Group_easyQ_20220104,20220104
17,2022-01-04 21:31:10.600522+00:00,52.31118396886259,-150.65970494372755,3.515625,7,34.14062847785445,-97.93283552399996,3.515625,Group_easyQ_20220104,20220104
18,2022-01-04 21:31:45.869802+00:00,-36.05916564843926,35.52031388008792,50.390625,8,35.81947692847027,-98.89902157896928,50.390625,Group_easyQ_20220104,20220104
19,2022-01-04 21:42:15.460041+00:00,139.665782441138,87.2799041755055,17.578125,10,36.27650647385072,-96.94558840731364,17.578125,Group_easyQ_20220104,20220104
20,2022-01-04 21:48:36.628702+00:00,-60.43719312907426,145.99227525687468,27.734375,10,36.81376783474529,-99.17732773705656,27.734375,Group_easyQ_20220104,20220104
21,2022-01-04 22:08:12.186444+00:00,95.9884832050003,78.00952979423667,12.890625,15,36.19830713615001,-97.43273793685692,12.890625,Group_easyQ_20220104,20220104
22,2022-01-04 23:02:00.481752+00:00,-33.01191221335989,105.04812173960408,8.203125,8,36.44616541198151,-98.86821763122218,8.203125,Group_easyQ_20220104,20220104
23,2022-01-04 23:11:12.825139+00:00,114.27200381547657,89.59749777082271,28.515625,11,36.30072663986391,-97.22779993247288,28.515625,Group_easyQ_20220104,20220104
0,2022-01-06 00:31:43.268275+00:00,64.5001977091801,205.4771775366829,19.140625,23,37.34945729520992,-97.77203388655822,19.140625,Group_easyQ_20220106,20220106
1,2022-01-06 02:35:09.963040+00:00,-165.05956106679946,-288.94278946432075,99.609375,31,32.88273624741044,-100.2637817750356,99.609375,Group_easyQ_20220106,20220106
2,2022-01-06 05:00:24.111990+00:00,9.649635877751354,-329.1144117831524,8.984375,22,32.53289920478652,-98.39728152390818,8.984375,Group_easyQ_20220106,20220106
3,2022-01-06 05:34:31.592967+00:00,-134.5870267160057,292.7732029602977,99.609375,18,38.12817776520772,-100.03494683127464,99.609375,Group_easyQ_20220106,20220106
4,2022-01-06 08:00:47.790123+00:00,-25.901654198174683,106.5931841364822,12.890625,8,36.46030708551659,-98.78896189722656,12.890625,Group_easyQ_20220106,20220106
5,2022-01-06 08:07:37.169273+00:00,-0.5078755725132291,231.7432382836112,79.296875,107,37.58835706909297,-98.50575032816408,79.296875,Group_easyQ_20220106,20220106
6,2022-01-06 10:00:19.757156+00:00,286.9496984699744,-34.780025177867294,0.390625,40,35.145584690340634,-95.35161185587144,0.390625,Group_easyQ_20220106,20220106
7,2022-01-06 10:24:38.830974+00:00,69.57895343431238,205.4771775366829,1.171875,120,37.349090692887074,-97.71471846040316,1.171875,Group_easyQ_20220106,20220106
8,2022-01-06 14:34:36.473110+00:00,86.84672289976217,74.14687380204134,21.484375,67,36.16436472075472,-97.53479535643184,21.484375,Group_easyQ_20220106,20220106
9,2022-01-06 16:09:56.865217+00:00,440.3281213689697,290.45560936498043,50.390625,27,38.01031716746917,-93.4875800061535,50.390625,Group_easyQ_20220106,20220106
10,2022-01-06 17:07:24.418165+00:00,87.86247404478863,160.67036802721697,1.171875,57,36.94386501942387,-97.51364892203596,1.171875,Group_easyQ_20220106,20220106
11,2022-01-06 17:29:44.386963+00:00,87.86247404478863,162.21543042409513,6.640625,19,36.95778535130335,-97.51346940125975,6.640625,Group_easyQ_20220106,20220106
12,2022-01-06 19:41:48.646562+00:00,-324.5324908359534,-338.38478616442114,56.640625,52,32.40211495409501,-101.9487023176625,56.640625,Group_easyQ_20220106,20220106
13,2022-01-06 19:59:32.703648+00:00,-19.807147328015937,106.5931841364822,13.671875,10,36.46045232455016,-98.7209713900038,13.671875,Group_easyQ_20220106,20220106
14,2022-01-06 20:39:18.696197+00:00,195.5320954175932,-123.62111299836012,6.640625,9,34.36722807470737,-96.37449061173209,6.640625,Group_easyQ_20220106,20220106
15,2022-01-06 21:06:29.539019+00:00,72.62620686939175,133.63177608184958,3.515625,29,36.70153977694467,-97.68725567314236,3.515625,Group_easyQ_20220106,20220106
16,2022-01-06 22:41:26.595464+00:00,-340.7845091563767,-340.7023797597384,0.390625,7,32.37641578985072,-102.12028443667047,0.390625,Group_easyQ_20220106,20220106
17,2022-01-06 23:11:51.884023+00:00,84.81522060970926,80.32712338955389,3.515625,7,36.220233723679335,-97.55670272207006,3.515625,Group_easyQ_20220106,20220106
0,2022-01-07 01:25:01.788419+00:00,-333.6742511411915,-236.4106679704641,11.328125,34,33.31713415760338,-102.08243686346326,11.328125,Group_easyQ_20220107,20220107
1,2022-01-07 02:25:08.760826+00:00,67.54745114425947,205.4771775366829,6.640625,19,37.34924066573485,-97.73764450600174,6.640625,Group_easyQ_20220107,20220107
2,2022-01-07 04:15:32.350176+00:00,160.99655648669363,34.74778268164885,3.515625,24,35.799982232281465,-96.71897507376036,3.515625,Group_easyQ_20220107,20220107
3,2022-01-07 05:38:59.643730+00:00,-340.7845091563767,-341.4749109581775,0.390625,7,32.36946330487843,-102.12000690990124,0.390625,Group_easyQ_20220107,20220107
4,2022-01-07 07:10:52.891188+00:00,-274.76068472965693,-146.0245177530931,44.140625,16,34.14756283494347,-101.47875143567929,44.140625,Group_easyQ_20220107,20220107
5,2022-01-07 07:12:10.890929+00:00,-20.822898473042397,179.9836479881937,35.546875,8,37.12175714646996,-98.73430842784916,35.546875,Group_easyQ_20220107,20220107
6,2022-01-07 07:13:32.569233+00:00,115.287754960503,103.50305934272596,15.234375,7,36.42588820183433,-97.21443467383448,15.234375,Group_easyQ_20220107,20220107
7,2022-01-07 07:23:14.072009+00:00,114.27200381547657,84.18977938174922,4.296875,67,36.25200474817824,-97.22859034774912,4.296875,Group_easyQ_20220107,20220107
8,2022-01-07 08:51:27.844256+00:00,-13.712640457857187,126.67899529589798,2.734375,13,36.64156158455435,-98.65333760200392,2.734375,Group_easyQ_20220107,20220107
9,2022-01-07 09:11:34.834674+00:00,107.16174580029136,59.46878103169903,9.765625,10,36.0300788807348,-97.31105042554924,9.765625,Group_easyQ_20220107,20220107
10,2022-01-07 10:10:23.988050+00:00,57.38993969399489,-104.30783303738345,7.421875,6,34.55818972454011,-97.87467906482637,7.421875,Group_easyQ_20220107,20220107
11,2022-01-07 10:11:28.417600+00:00,105.13024351023842,53.288531444186496,20.703125,8,35.974613313647914,-97.3344054495632,20.703125,Group_easyQ_20220107,20220107
12,2022-01-07 10:12:24.017960+00:00,100.05148778510612,37.837907475405125,17.578125,14,35.83592474520801,-97.39264618113936,17.578125,Group_easyQ_20220107,20220107
13,2022-01-07 10:22:21.261206+00:00,87.86247404478863,356.8932924307403,0.390625,32,38.71147782237831,-97.48983228194388,0.390625,Group_easyQ_20220107,20220107
14,2022-01-07 11:10:21.590825+00:00,105.13024351023842,61.01384342857717,44.921875,9,36.04422186481612,-97.3333801775617,44.921875,Group_easyQ_20220107,20220107
15,2022-01-07 11:41:08.806199+00:00,83.7994694646828,353.8031676369841,0.390625,16,38.68403946018927,-97.53691231338432,0.390625,Group_easyQ_20220107,20220107
16,2022-01-07 12:12:55.770788+00:00,165.05956106679946,69.51168661140693,3.515625,9,36.112454283421975,-96.666824482938,3.515625,Group_easyQ_20220107,20220107
17,2022-01-07 12:22:23.541307+00:00,81.76796717462989,349.1679804463497,0.390625,11,38.64247997990795,-97.56080246511532,0.390625,Group_easyQ_20220107,20220107
18,2022-01-07 13:12:01.157019+00:00,124.42951526574114,-125.93870659367737,5.078125,7,34.35732433207013,-97.14749477614906,5.078125,Group_easyQ_20220107,20220107
19,2022-01-07 13:44:02.194915+00:00,-22.854400763095317,108.9107777317994,10.546875,6,36.48126962796368,-98.75503511388354,10.546875,Group_easyQ_20220107,20220107
20,2022-01-07 13:49:51.141209+00:00,61.45294427410073,-51.00318034508772,2.734375,32,35.03841715819119,-97.82651506834016,2.734375,Group_easyQ_20220107,20220107
21,2022-01-07 14:11:45.373428+00:00,130.52402213589988,50.19840665043022,21.484375,11,35.94370799927684,-97.05344156224992,21.484375,Group_easyQ_20220107,20220107
22,2022-01-07 15:12:38.333888+00:00,136.61852900605862,68.73915541296785,1.171875,11,36.10991122486006,-96.98271854502605,1.171875,Group_easyQ_20220107,20220107
23,2022-01-07 15:12:43.333250+00:00,-20.822898473042397,101.18546574740871,8.203125,8,36.411698583111786,-98.73215798956656,8.203125,Group_easyQ_20220107,20220107
24,2022-01-07 15:19:08.697537+00:00,117.31925725055592,118.1811521130682,1.171875,37,36.55788056851264,-97.18956070296603,1.171875,Group_easyQ_20220107,20220107
25,2022-01-07 15:47:17.483949+00:00,68.56320228928593,230.1981758867331,50.390625,39,37.57188500655131,-97.72388284992395,50.390625,Group_easyQ_20220107,20220107
26,2022-01-07 16:12:43.534061+00:00,138.65003129611154,81.09965458799294,12.890625,6,36.220976924243466,-96.9579840077342,12.890625,Group_easyQ_20220107,20220107
27,2022-01-07 16:34:24.368508+00:00,205.68960686785775,-42.505337162257966,12.890625,24,35.095894612072335,-96.24437404087377,12.890625,Group_easyQ_20220107,20220107
28,2022-01-07 17:09:20.514883+00:00,163.02805877674655,27.79500189569724,25.390625,6,35.73701514285391,-96.69792534321702,25.390625,Group_easyQ_20220107,20220107
29,2022-01-07 17:11:18.945363+00:00,132.5555244259528,86.50737297706644,7.421875,9,36.27054909014316,-97.02482875603224,7.421875,Group_easyQ_20220107,20220107
30,2022-01-07 18:12:15.547646+00:00,102.08299007515905,-61.81861712323468,12.109375,7,34.93765879235654,-97.38262146186706,12.109375,Group_easyQ_20220107,20220107
31,2022-01-07 18:13:31.072413+00:00,148.80754274637616,54.83359384106463,6.640625,11,35.98285219579995,-96.85001294759866,6.640625,Group_easyQ_20220107,20220107
32,2022-01-07 19:11:13.024325+00:00,78.72071373955052,-40.187743566940775,1.171875,6,35.13469532353332,-97.63626129089772,1.171875,Group_easyQ_20220107,20220107
33,2022-01-07 19:13:11.295556+00:00,112.24050152542364,-130.57389378431174,13.671875,9,34.31694052849919,-97.2805620256138,13.671875,Group_easyQ_20220107,20220107
34,2022-01-07 19:40:39.036409+00:00,242.25664808881027,86.50737297706644,12.890625,17,36.24927389224128,-95.8049397005674,12.890625,Group_easyQ_20220107,20220107
35,2022-01-07 21:01:29.383772+00:00,30.98040992330698,156.80771203502167,0.390625,32,36.9126463548708,-98.15234904403346,0.390625,Group_easyQ_20220107,20220107
36,2022-01-07 21:13:58.008452+00:00,62.46869541912719,-17.784338812207793,27.734375,7,35.33775318258868,-97.81286785050962,27.734375,Group_easyQ_20220107,20220107
37,2022-01-07 22:13:01.469268+00:00,113.2562526704501,-101.9902394420662,5.859375,6,34.57444220640373,-97.26574492624071,5.859375,Group_easyQ_20220107,20220107
38,2022-01-07 23:13:32.424815+00:00,119.35075954060883,9.2542531331596,5.078125,10,35.57621725617689,-97.18333418988932,5.078125,Group_easyQ_20220107,20220107
0,2022-01-08 01:05:43.239283+00:00,29.96465877828052,106.5931841364822,5.859375,10,36.460188743409866,-98.165711396473,5.859375,Group_easyQ_20220108,20220108
1,2022-01-08 01:12:22.920708+00:00,69.57895343431238,-44.82293075757517,28.515625,8,35.09359238150403,-97.73694758888384,28.515625,Group_easyQ_20220108,20220108
2,2022-01-08 01:13:20.512850+00:00,52.31118396886259,47.880813055113016,6.640625,9,35.93013905584733,-97.92033376233928,6.640625,Group_easyQ_20220108,20220108
3,2022-01-08 01:13:23.812263+00:00,150.83904503642907,98.09534095365244,23.046875,9,36.372250859232096,-96.81919044836812,23.046875,Group_easyQ_20220108,20220108
4,2022-01-08 01:57:12.383193+00:00,147.7917916013497,16.979565117550283,1.953125,59,35.641981909256586,-96.8682652701502,1.953125,Group_easyQ_20220108,20220108
5,2022-01-08 02:12:06.800806+00:00,50.27968167880968,36.29284507852699,6.640625,11,35.82581377425245,-97.94357492369654,6.640625,Group_easyQ_20220108,20220108
6,2022-01-08 03:12:05.991630+00:00,-47.23242824373031,82.64471698487108,3.515625,10,36.24368392105783,-99.0254711300628,3.515625,Group_easyQ_20220108,20220108
7,2022-01-08 04:12:34.679627+00:00,112.24050152542364,-17.011807613768724,12.109375,7,35.34036379296061,-97.26537900615874,12.109375,Group_easyQ_20220108,20220108
8,2022-01-08 04:16:51.076427+00:00,80.75221602960343,-61.81861712323468,6.640625,7,34.93958181998785,-97.6160756336206,6.640625,Group_easyQ_20220108,20220108
9,2022-01-08 05:21:56.716709+00:00,146.77604045632324,16.979565117550283,3.515625,19,35.64213329502856,-96.8794759133137,3.515625,Group_easyQ_20220108,20220108
10,2022-01-08 06:04:41.747456+00:00,83.7994694646828,-62.59114832167375,5.078125,8,34.932371915296805,-97.58280123881998,5.078125,Group_easyQ_20220108,20220108
11,2022-01-08 06:11:33.836370+00:00,190.45333969246093,16.207033919111215,5.859375,6,35.62772433318845,-96.397683374065,5.859375,Group_easyQ_20220108,20220108
12,2022-01-08 06:11:39.439515+00:00,97.00423435002676,-54.86583633728306,5.859375,7,35.000818066102845,-97.43739482646257,5.859375,Group_easyQ_20220108,20220108
13,2022-01-08 06:13:00.584271+00:00,136.61852900605862,63.33143702389437,6.640625,11,36.06119286272499,-96.9836546430102,6.640625,Group_easyQ_20220108,20220108
14,2022-01-08 07:11:27.263635+00:00,136.61852900605862,84.9623105801883,1.171875,7,36.25606380174491,-96.97989672891616,1.171875,Group_easyQ_20220108,20220108
15,2022-01-08 07:14:52.035334+00:00,98.01998549505322,80.32712338955389,22.265625,13,36.21898603099586,-97.40986441376816,22.265625,Group_easyQ_20220108,20220108
16,2022-01-08 08:08:28.961999+00:00,-24.885903053148223,103.50305934272596,9.765625,6,36.43248714283927,-98.77753098006062,9.765625,Group_easyQ_20220108,20220108
17,2022-01-08 09:13:21.535126+00:00,138.65003129611154,93.46015376301804,12.890625,7,36.3323282501219,-96.955791999381,12.890625,Group_easyQ_20220108,20220108
18,2022-01-08 09:57:53.433826+00:00,100.05148778510612,118.1811521130682,1.171875,17,36.55984435196402,-97.38240313971926,1.171875,Group_easyQ_20220108,20220108
19,2022-01-08 10:23:36.591371+00:00,84.81522060970926,-62.59114832167375,4.296875,11,34.93228748357173,-97.57168496508112,4.296875,Group_easyQ_20220108,20220108
20,2022-01-08 11:12:30.709227+00:00,34.02766335838635,73.37434260360226,5.859375,11,36.16069588337533,-98.1218333856256,5.859375,Group_easyQ_20220108,20220108
21,2022-01-08 12:11:10.171207+00:00,122.39801297568825,79.5545921911148,16.796875,10,36.209249311944376,-97.13892527026228,16.796875,Group_easyQ_20220108,20220108
22,2022-01-08 12:13:11.402651+00:00,-65.51594885420656,71.82928020672412,7.421875,11,36.14515631594647,-99.22796380995815,7.421875,Group_easyQ_20220108,20220108
23,2022-01-08 12:16:50.733231+00:00,-21.83864961806885,91.14256016770084,3.515625,10,36.321172343049945,-98.74320086751445,3.515625,Group_easyQ_20220108,20220108
24,2022-01-08 15:11:08.402197+00:00,137.63428015108508,74.9194050004804,6.640625,9,36.1654451718866,-96.97036069604364,6.640625,Group_easyQ_20220108,20220108
25,2022-01-08 15:13:01.443739+00:00,-8.633884732724894,64.87649942077252,6.640625,12,36.08467083556067,-98.59586045449964,6.640625,Group_easyQ_20220108,20220108
26,2022-01-08 16:12:01.105832+00:00,55.35843740394198,-63.36367952011282,24.609375,11,34.92735994897204,-97.89412472438472,24.609375,Group_easyQ_20220108,20220108
27,2022-01-08 17:13:18.352563+00:00,122.39801297568825,74.9194050004804,1.171875,12,36.16748856830996,-97.13964779501843,1.171875,Group_easyQ_20220108,20220108
28,2022-01-08 18:12:38.396167+00:00,54.34268625891552,71.82928020672412,34.765625,18,36.14584657429941,-97.89617821029798,34.765625,Group_easyQ_20220108,20220108
29,2022-01-08 18:12:41.895659+00:00,-0.5078755725132291,68.73915541296785,50.390625,11,36.11952000688672,-98.50564134186617,50.390625,Group_easyQ_20220108,20220108
30,2022-01-08 18:13:55.666864+00:00,-39.106419083518645,79.5545921911148,5.859375,8,36.21619946614102,-98.93491585611726,5.859375,Group_easyQ_20220108,20220108
31,2022-01-08 19:14:03.500124+00:00,54.34268625891552,-44.0503995591361,8.984375,9,35.101491741902635,-97.90397952136024,8.984375,Group_easyQ_20220108,20220108
32,2022-01-08 21:13:25.042902+00:00,81.76796717462989,85.73484177862736,15.234375,9,36.26922409807037,-97.59002498495757,15.234375,Group_easyQ_20220108,20220108
33,2022-01-08 21:27:51.509544+00:00,270.6976801495511,-37.0976187731845,0.390625,56,35.12922375795659,-95.53046647307366,0.390625,Group_easyQ_20220108,20220108
34,2022-01-08 21:45:38.443672+00:00,280.85519159981567,-35.55255637630636,16.796875,11,35.14034992045021,-95.41865562760503,16.796875,Group_easyQ_20220108,20220108
35,2022-01-08 22:13:10.181183+00:00,47.23242824373031,-40.187743566940775,5.859375,8,35.13666525409366,-97.98174001221656,5.859375,Group_easyQ_20220108,20220108
36,2022-01-08 23:13:20.542796+00:00,150.83904503642907,88.82496657238363,1.171875,9,36.28874374389616,-96.82098368321137,1.171875,Group_easyQ_20220108,20220108
